node_id,asn,path_occurrences,in_degree,out_degree,name,org_id,info_traffic,info_ratio,info_scope,info_type,info_prefixes4,info_prefixes6,info_unicast,info_multicast,info_ipv6,ix_count,fac_count,policy_url,policy_general,policy_locations,policy_ratio,policy_contracts
82,1248,355,9,0,HERE Global B.V.,13597,,Balanced,Global,Enterprise,100,5,True,False,True,5,7,,Open,Preferred,False,Not Required
83,1251,1430,3,3,ANSP,8350,5-10Gbps,Balanced,Regional,Educational/Research,200000,50000,True,False,True,1,1,,Open,Not Required,False,Not Required
84,1257,15986,8,9,TELE2,987,5-10Tbps,Mostly Inbound,Europe,Content,5000,1000,True,False,True,15,26,,Selective,Preferred,False,Not Required
85,1261,505,4,0,National Instruments Corporation,27205,,Not Disclosed,Not Disclosed,,0,0,False,False,False,0,0,,Open,Not Required,False,Not Required
86,1273,241382,9,36,Vodafone Global Network,7565,20-50Tbps,Balanced,Global,NSP,100000,10000,True,False,True,20,62,,Selective,Required - International,False,Required
87,1280,4350,3,0,ISC,1330,,Mostly Outbound,Global,Non-Profit,150,30,True,True,True,1,1,https://www.isc.org/froot-peering/,Open,Not Required,False,Not Required
88,1286,487,3,0,IVAS01,40583,,Not Disclosed,Not Disclosed,,14,0,True,False,False,0,0,,Open,Not Required,False,Not Required
89,1288,473,4,2,,,,,,,,,,,,,,,,,,
90,1299,11752360,18,827,Arelion (Twelve99),28858,100+Tbps,Balanced,Global,NSP,0,0,True,False,True,0,275,https://www.arelion.com/dam/jcr:58bcf8cb-7cd2-4108-a5d9-e65bc2a01bb5/Arelion%20%20Peering%20Policy%20Clean%20(12.22.pdf,Restrictive,Required - International,True,Required
91,1301,200,2,0,EDF Group,21029,,Not Disclosed,Europe,,40,10,True,False,True,2,2,,Open,Not Required,False,Not Required
92,1351,55,2,0,The University of Vermont,14394,,Heavy Inbound,Not Disclosed,Educational/Research,1,1,True,False,True,2,1,,Open,Not Required,False,Not Required
93,1403,5015,5,0,EBOX,10432,500-1000Gbps,Heavy Inbound,North America,Cable/DSL/ISP,2500,250,True,False,True,2,5,https://peering.as1403.net,Selective,Preferred,False,Not Required
94,1410,505,2,0,CellularOne of NE Az,26051,5-10Gbps,Heavy Inbound,North America,Cable/DSL/ISP,15,0,True,False,False,1,0,,Open,Not Required,False,Not Required
95,1426,313,3,0,TenSpire,39541,20-50Gbps,Mostly Outbound,Not Disclosed,NSP,100,10,True,False,True,1,13,,Open,Not Required,False,Not Required
96,1441,110,1,0,360 Communications,26307,50-100Gbps,Mostly Inbound,Regional,Cable/DSL/ISP,10,2,True,False,True,1,0,,Open,Not Required,False,Not Required
97,1492,55,2,0,,,,,,,,,,,,,,,,,,
98,1508,45,2,0,,,,,,,,,,,,,,,,,,
99,1523,55,2,0,,,,,,,,,,,,,,,,,,
100,1610,1065,2,0,,,,,,,,,,,,,,,,,,
101,1631,100,2,0,,,,,,,,,,,,,,,,,,
102,1640,1056,2,0,Thacker-Grigsby Communications,25457,20-50Gbps,Heavy Inbound,North America,NSP,24,0,True,False,False,2,2,,Open,Not Required,False,Not Required
103,1645,55,3,0,Pachez Holdings Ltd.,7644,1-5Gbps,Mostly Outbound,Regional,Enterprise,20,6,True,False,True,1,1,,Open,Not Required,False,Not Required
104,1680,12787,12,18,Cellcom Israel,1891,,Mostly Inbound,Global,Cable/DSL/ISP,2000,350,True,False,True,10,8,,Selective,Preferred,False,Not Required
105,1734,150,3,0,DeLong Consulting,35852,,Not Disclosed,Not Disclosed,,3,1,True,False,True,1,1,,Open,Not Required,False,Not Required
106,1746,340,2,0,,,,,,,,,,,,,,,,,,
107,1764,25090,12,7,next layer,1737,1-5Tbps,Balanced,Europe,NSP,3000,2000,True,False,True,8,51,,Selective,Preferred,False,Not Required
108,1766,695,8,0,,,,,,,,,,,,,,,,,,
109,1797,25,1,0,,,,,,,,,,,,,,,,,,
110,1802,25,1,0,,,,,,,,,,,,,,,,,,
111,1821,160,2,0,,,,,,,,,,,,,,,,,,
112,1831,55,2,0,,,,,,,,,,,,,,,,,,
113,1840,450,2,0,,,,,,,,,,,,,,,,,,
114,1853,3137,5,1,ACOnet,106,100-200Gbps,Balanced,Regional,Educational/Research,750,300,True,True,True,1,2,,Open,Not Required,False,Not Required
115,1916,9964,4,5,Rede Nacional de Ensino e Pesquisa - RNP,4959,100-200Gbps,Mostly Inbound,Regional,Educational/Research,1000,180,True,True,True,24,3,,Open,Not Required,False,Not Required
